id,name,topic,country,country_name,url,description,provider,formats,size,records,license,license_url,access,commercial_use,cite,path
le-de-france-mobilit-s-open-data,Île-de-France Mobilités Open Data,public-transit,fr,France,https://data.iledefrance-mobilites.fr/,"Timetables, network topology, real-time departures, accessibility and ridership counts for the Paris region's metro, RER, bus and tram network.",Île-de-France Mobilités,GTFS; GTFS-RT; CSV; REST API,~2 GB,Paris region network with 12 million daily trips,Licence Ouverte 2.0 and ODbL,https://data.iledefrance-mobilites.fr/,registration,yes,Île-de-France Mobilités Open Data,topics/public-transit/fr/dataset-03.json
ratp-open-data,RATP Open Data,public-transit,fr,France,https://data.ratp.fr/,"Paris operator data covering station and line geometry, lift and escalator status, traffic by station, air quality in the metro and cycle parking.",RATP,CSV; JSON; GeoJSON; REST API,~1 GB,300+ metro stations and the full bus network,Licence Ouverte 2.0 and ODbL,https://data.ratp.fr/,open,yes,RATP Open Data,topics/public-transit/fr/dataset-04.json
navitia-api,Navitia API,public-transit,fr,France,https://www.navitia.io/,"Open journey-planning API over the aggregated French and international transit feeds, exposing routing, isochrones, stop schedules and disruptions.",Kisio Digital / Hove,REST API; JSON,API,Coverage of France plus dozens of other regions,AGPL-3.0 (engine); data under source feed licenses,https://www.navitia.io/,registration,check,"Navitia.io, Hove",topics/public-transit/fr/dataset-05.json
national-transit-database,National Transit Database,public-transit,us,United States,https://www.transit.dot.gov/ntd,"Mandatory annual and monthly reporting from every federally funded transit agency, covering ridership, revenue miles, fleet, safety events and operating cost.",Federal Transit Administration,XLSX; CSV,~1 GB,"3,000+ reporting agencies",US Government public domain,https://www.transit.dot.gov/,open,yes,"Federal Transit Administration, National Transit Database",topics/public-transit/us/dataset-01.json
mta-open-data,MTA Open Data,public-transit,us,United States,https://data.ny.gov/browse?Dataset-Information_Agency=Metropolitan+Transportation+Authority,"New York's subway, bus, commuter rail and bridge data including turnstile entries, hourly ridership, service alerts and on-time performance.",Metropolitan Transportation Authority,CSV; JSON; REST API,Multi-GB,Hundreds of datasets,NY State open data terms,https://data.ny.gov/,open,yes,"MTA Open Data, data.ny.gov",topics/public-transit/us/dataset-02.json
transitfeeds-gtfs-archive,TransitFeeds GTFS Archive,public-transit,us,United States,https://transitfeeds.com/,"Historical archive of GTFS schedule feeds from agencies worldwide, letting you reconstruct what a transit network looked like on any past date.",TransitFeeds / MobilityData,GTFS; ZIP; REST API,Hundreds of GB,"1,000+ agencies with historical snapshots",Feeds carry their agency licenses,https://transitfeeds.com/,open,check,"TransitFeeds, now maintained by MobilityData",topics/public-transit/us/dataset-03.json
bts-transit-profiles,BTS Transit Profiles,public-transit,us,United States,https://www.bts.gov/browse-statistical-products-and-data,"Cross-modal statistical products covering passenger travel, transit performance, freight movement and transportation economics.",Bureau of Transportation Statistics,CSV; XLSX; REST API,Varies by product,Hundreds of statistical products,US Government public domain,https://www.bts.gov/,open,yes,Bureau of Transportation Statistics,topics/public-transit/us/dataset-04.json
sfmta-open-data,SFMTA Open Data,public-transit,us,United States,https://data.sfgov.org/browse?tags=sfmta,"San Francisco transit and streets data including Muni routes, stops, passenger counts, speed data, parking meters and taxi trips.",San Francisco Municipal Transportation Agency,CSV; GeoJSON; REST API,Varies by dataset,100+ transport datasets,"San Francisco open data terms, public domain",https://datasf.org/opendata/terms-of-use/,open,yes,"DataSF, San Francisco Open Data Portal",topics/public-transit/us/dataset-05.json
abs-residential-property-price-indexes,ABS Residential Property Price Indexes,real-estate-and-housing,au,Australia,https://www.abs.gov.au/statistics/economy/price-indexes-and-inflation,"Official quarterly house and attached dwelling price indexes for the eight Australian capital cities, with total value of the dwelling stock.",Australian Bureau of Statistics,XLSX; CSV; SDMX,~200 MB,Quarterly series from 2003,CC BY 4.0,https://www.abs.gov.au/website-privacy-copyright-and-disclaimer,open,yes,"Australian Bureau of Statistics, Residential Property Price Indexes",topics/real-estate-and-housing/au/dataset-01.json
abs-building-approvals,ABS Building Approvals,real-estate-and-housing,au,Australia,https://www.abs.gov.au/statistics/industry/building-and-construction,"Monthly counts and values of approved residential and non-residential building work by local government area, the leading indicator for Australian construction.",Australian Bureau of Statistics,XLSX; CSV; SDMX,~500 MB,Monthly series from 1983,CC BY 4.0,https://www.abs.gov.au/website-privacy-copyright-and-disclaimer,open,yes,"Australian Bureau of Statistics, Building Approvals",topics/real-estate-and-housing/au/dataset-02.json
nsw-property-sales-information,NSW Property Sales Information,real-estate-and-housing,au,Australia,https://valuation.property.nsw.gov.au/embed/propertySalesInformation,"Weekly and annual dumps of every property sale registered in New South Wales, with address, price, contract date, area and zoning.",NSW Valuer General,DAT; ZIP; CSV,~5 GB,Millions of sales since 1990,CC BY 4.0,https://www.nsw.gov.au/copyright,open,yes,"NSW Valuer General, Property Sales Information",topics/real-estate-and-housing/au/dataset-03.json
aihw-housing-assistance-data,AIHW Housing Assistance Data,real-estate-and-housing,au,Australia,https://www.aihw.gov.au/reports-data/health-welfare-services/housing-assistance,"National social housing, homelessness services and rent assistance statistics with waiting lists, tenant demographics and service outcomes.",Australian Institute of Health and Welfare,XLSX; CSV; PDF,~1 GB,Annual national collections,CC BY 4.0,https://www.aihw.gov.au/copyright,open,yes,"Australian Institute of Health and Welfare, Housing Assistance",topics/real-estate-and-housing/au/dataset-04.json
abs-census-of-population-and-housing,ABS Census of Population and Housing,real-estate-and-housing,au,Australia,https://www.abs.gov.au/census,"Five-yearly census tables on dwelling structure, tenure, mortgage and rent payments, household composition and occupancy down to statistical area level 1.",Australian Bureau of Statistics,CSV; XLSX; TableBuilder,Multi-GB,"26 million+ people, 11 million+ dwellings",CC BY 4.0,https://www.abs.gov.au/website-privacy-copyright-and-disclaimer,open,yes,"Australian Bureau of Statistics, Census of Population and Housing",topics/real-estate-and-housing/au/dataset-05.json
hm-land-registry-price-paid-data,HM Land Registry Price Paid Data,real-estate-and-housing,gb,United Kingdom,https://www.gov.uk/government/statistical-data-sets/price-paid-data-downloads,"Every residential property sale registered in England and Wales since 1995, with full address, price, date, property type and tenure.",HM Land Registry,CSV; Linked Data API,~4 GB complete file,28 million+ transactions since 1995,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"HM Land Registry Price Paid Data, contains HM Land Registry data Crown copyright",topics/real-estate-and-housing/gb/dataset-01.json
uk-house-price-index,UK House Price Index,real-estate-and-housing,gb,United Kingdom,https://www.gov.uk/government/collections/uk-house-price-index-reports,"Official monthly hedonic house price index down to local authority level, split by property type, buyer status and funding method.",HM Land Registry and ONS,CSV; Linked Data,~200 MB,Monthly series from 1968,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"UK House Price Index, HM Land Registry",topics/real-estate-and-housing/gb/dataset-02.json
energy-performance-of-buildings-data,Energy Performance of Buildings Data,real-estate-and-housing,gb,United Kingdom,https://epc.opendatacommunities.org/,"Energy performance certificates for domestic and non-domestic buildings, giving floor area, construction age, heating type, insulation and efficiency ratings by address.","Department for Levelling Up, Housing and Communities",CSV; REST API,~10 GB,25 million+ certificates,Open Government Licence v3.0,https://epc.opendatacommunities.org/docs/copyright,registration,yes,Energy Performance of Buildings Data England and Wales,topics/real-estate-and-housing/gb/dataset-03.json
ons-housing-statistics,ONS Housing Statistics,real-estate-and-housing,gb,United Kingdom,https://www.ons.gov.uk/peoplepopulationandcommunity/housing,"National statistics on housing affordability, private rental prices, dwelling stock, second homes and household composition.",Office for National Statistics,CSV; XLSX; REST API,Varies by series,Hundreds of published series,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Office for National Statistics, Housing",topics/real-estate-and-housing/gb/dataset-04.json
ordnance-survey-open-data,Ordnance Survey Open Data,real-estate-and-housing,gb,United Kingdom,https://osdatahub.os.uk/downloads/open,"Free national mapping products including building outlines, postcode centroids, road networks and administrative boundaries, the geographic base layer for UK property analysis.",Ordnance Survey,GeoPackage; Shapefile; CSV; Vector tiles,Up to ~20 GB per product,National coverage of Great Britain,Open Government Licence v3.0 with OS attribution,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Ordnance Survey OS OpenData, Crown copyright and database right",topics/real-estate-and-housing/gb/dataset-05.json
fhfa-house-price-index,FHFA House Price Index,real-estate-and-housing,us,United States,https://www.fhfa.gov/data/hpi,"Repeat-sales house price indices for the nation, states, metros and ZIP codes, built from conforming mortgage transactions since 1975.",Federal Housing Finance Agency,CSV; XLSX,~100 MB,Quarterly and monthly series from 1975,US Government public domain,https://www.fhfa.gov/,open,yes,FHFA House Price Index,topics/real-estate-and-housing/us/dataset-01.json
american-housing-survey,American Housing Survey,real-estate-and-housing,us,United States,https://www.census.gov/programs-surveys/ahs.html,"Detailed microdata on housing units and their occupants covering size, age, condition, costs, mortgages, neighbourhood quality and recent moves.",US Census Bureau and HUD,CSV; SAS; DAT,~2 GB per biennial wave,"~60,000 housing units per wave",US Government public domain,https://www.census.gov/about/policies/open-gov.html,open,yes,"US Census Bureau, American Housing Survey",topics/real-estate-and-housing/us/dataset-02.json
